station,date_aest,meanDailyAir,REGION,LONGITUDE,LATITUDE
405294,1979-02-15,16.02715836,405,145.7604552,-36.7121945
405294,1979-02-16,12.70784785,405,145.7604552,-36.7121945
405294,1979-02-17,15.65092875,405,145.7604552,-36.7121945
405294,1979-02-18,18.43181636,405,145.7604552,-36.7121945
405294,1979-02-19,21.82146988,405,145.7604552,-36.7121945
405294,1979-02-20,22.84789937,405,145.7604552,-36.7121945
405294,1979-02-21,22.95957082,405,145.7604552,-36.7121945
405294,1979-02-22,24.22269084,405,145.7604552,-36.7121945
405294,1979-02-23,22.45788981,405,145.7604552,-36.7121945
405294,1979-02-24,24.97913386,405,145.7604552,-36.7121945
405294,1979-02-25,21.41481806,405,145.7604552,-36.7121945
405294,1979-02-26,19.72100728,405,145.7604552,-36.7121945
405294,1979-02-27,18.55726267,405,145.7604552,-36.7121945
405294,1979-02-28,21.93024216,405,145.7604552,-36.7121945
405294,1979-03-01,24.58753103,405,145.7604552,-36.7121945
405294,1979-03-02,21.88500493,405,145.7604552,-36.7121945
405294,1979-03-03,17.32256851,405,145.7604552,-36.7121945
405294,1979-03-04,17.60995509,405,145.7604552,-36.7121945
405294,1979-03-05,16.12469126,405,145.7604552,-36.7121945
405294,1979-03-06,13.59444071,405,145.7604552,-36.7121945
405294,1979-03-07,16.89144033,405,145.7604552,-36.7121945
405294,1979-03-08,19.76306432,405,145.7604552,-36.7121945
405294,1979-03-09,21.23277944,405,145.7604552,-36.7121945
405294,1979-03-10,21.5348793,405,145.7604552,-36.7121945
405294,1979-03-11,23.96647415,405,145.7604552,-36.7121945
405294,1979-03-12,22.55625051,405,145.7604552,-36.7121945
405294,1979-03-13,20.22442525,405,145.7604552,-36.7121945
405294,1979-03-14,18.16168111,405,145.7604552,-36.7121945
405294,1979-03-15,19.47824885,405,145.7604552,-36.7121945
405294,1979-03-16,20.54421132,405,145.7604552,-36.7121945
405294,1979-03-17,18.77713292,405,145.7604552,-36.7121945
405294,1979-03-18,17.26174444,405,145.7604552,-36.7121945
405294,1979-03-19,21.14668045,405,145.7604552,-36.7121945
405294,1979-03-20,23.95895538,405,145.7604552,-36.7121945
405294,1979-03-21,16.70983531,405,145.7604552,-36.7121945
405294,1979-03-22,17.70100937,405,145.7604552,-36.7121945
405294,1979-03-23,14.79174067,405,145.7604552,-36.7121945
405294,1979-03-24,11.63599421,405,145.7604552,-36.7121945
405294,1979-03-25,14.58345057,405,145.7604552,-36.7121945
405294,1979-03-26,18.59317424,405,145.7604552,-36.7121945
405294,1979-03-27,16.9161761,405,145.7604552,-36.7121945
405294,1979-03-28,17.60705973,405,145.7604552,-36.7121945
405294,1979-03-29,16.97396622,405,145.7604552,-36.7121945
405294,1979-03-30,18.6585964,405,145.7604552,-36.7121945
405294,1979-03-31,18.7662943,405,145.7604552,-36.7121945
405294,1979-04-01,14.01826234,405,145.7604552,-36.7121945
405294,1979-04-02,14.18334615,405,145.7604552,-36.7121945
405294,1979-04-03,11.1077856,405,145.7604552,-36.7121945
405294,1979-04-04,13.26477225,405,145.7604552,-36.7121945
405294,1979-04-05,12.59194751,405,145.7604552,-36.7121945
405294,1979-04-06,11.89516956,405,145.7604552,-36.7121945
405294,1979-04-07,12.57344416,405,145.7604552,-36.7121945
405294,1979-04-08,9.678444455,405,145.7604552,-36.7121945
405294,1979-04-09,10.44921181,405,145.7604552,-36.7121945
405294,1979-04-10,9.076633708,405,145.7604552,-36.7121945
405294,1979-04-11,10.54483185,405,145.7604552,-36.7121945
405294,1979-04-12,11.53690364,405,145.7604552,-36.7121945
405294,1979-04-13,11.82758102,405,145.7604552,-36.7121945
405294,1979-04-14,13.30677058,405,145.7604552,-36.7121945
405294,1979-04-15,13.78733088,405,145.7604552,-36.7121945
405294,1979-04-16,16.96007945,405,145.7604552,-36.7121945
405294,1979-04-17,12.57057851,405,145.7604552,-36.7121945
405294,1979-04-18,11.22963613,405,145.7604552,-36.7121945
405294,1979-04-19,10.60449626,405,145.7604552,-36.7121945
405294,1979-04-20,13.99609909,405,145.7604552,-36.7121945
405294,1979-04-21,15.95251872,405,145.7604552,-36.7121945
405294,1979-04-22,10.78802007,405,145.7604552,-36.7121945
405294,1979-04-23,11.26363017,405,145.7604552,-36.7121945
405294,1979-04-24,11.65942535,405,145.7604552,-36.7121945
405294,1979-04-25,12.07901917,405,145.7604552,-36.7121945
405294,1979-04-26,12.01092682,405,145.7604552,-36.7121945
405294,1979-04-27,8.84183019,405,145.7604552,-36.7121945
405294,1979-04-28,10.09037806,405,145.7604552,-36.7121945
405294,1979-04-29,10.4498675,405,145.7604552,-36.7121945
405294,1979-04-30,11.20598501,405,145.7604552,-36.7121945
405294,1979-05-01,13.12733358,405,145.7604552,-36.7121945
405294,1979-05-02,14.79608561,405,145.7604552,-36.7121945
405294,1979-05-03,10.25856552,405,145.7604552,-36.7121945
405294,1979-05-04,9.312523142,405,145.7604552,-36.7121945
405294,1979-05-05,9.427226003,405,145.7604552,-36.7121945
405294,1979-05-06,9.982789612,405,145.7604552,-36.7121945
405294,1979-05-07,9.929776764,405,145.7604552,-36.7121945
405294,1979-05-08,9.060109711,405,145.7604552,-36.7121945
405294,1979-05-09,9.225442505,405,145.7604552,-36.7121945
405294,1979-05-10,7.591443634,405,145.7604552,-36.7121945
405294,1979-05-11,8.67165273,405,145.7604552,-36.7121945
405294,1979-05-12,9.342460887,405,145.7604552,-36.7121945
405294,1979-05-13,7.710345205,405,145.7604552,-36.7121945
405294,1979-05-14,7.673350271,405,145.7604552,-36.7121945
405294,1979-05-15,7.861362712,405,145.7604552,-36.7121945
405294,1979-05-16,7.300082143,405,145.7604552,-36.7121945
405294,1979-05-17,9.037432607,405,145.7604552,-36.7121945
405294,1979-05-18,8.963155365,405,145.7604552,-36.7121945
405294,1979-05-19,7.520345306,405,145.7604552,-36.7121945
405294,1979-05-20,8.542550659,405,145.7604552,-36.7121945
405294,1979-05-21,11.02574946,405,145.7604552,-36.7121945
405294,1979-05-22,11.30579529,405,145.7604552,-36.7121945
405294,1979-05-23,9.717181142,405,145.7604552,-36.7121945
405294,1979-05-24,9.745566305,405,145.7604552,-36.7121945
405294,1979-05-25,10.16273651,405,145.7604552,-36.7121945
405294,1979-05-26,12.00828978,405,145.7604552,-36.7121945
405294,1979-05-27,7.993157513,405,145.7604552,-36.7121945
405294,1979-05-28,9.961295595,405,145.7604552,-36.7121945
405294,1979-05-29,8.864294363,405,145.7604552,-36.7121945
405294,1979-05-30,10.03075906,405,145.7604552,-36.7121945
405294,1979-05-31,10.10712832,405,145.7604552,-36.7121945
405294,1979-06-01,8.807209075,405,145.7604552,-36.7121945
405294,1979-06-02,6.90653226,405,145.7604552,-36.7121945
405294,1979-06-03,6.656688386,405,145.7604552,-36.7121945
405294,1979-06-04,8.233373694,405,145.7604552,-36.7121945
405294,1979-06-05,9.312087314,405,145.7604552,-36.7121945
405294,1979-06-06,10.1737648,405,145.7604552,-36.7121945
405294,1979-06-07,9.988795217,405,145.7604552,-36.7121945
405294,1979-06-08,7.905116018,405,145.7604552,-36.7121945
405294,1979-06-09,7.896329498,405,145.7604552,-36.7121945
405294,1979-06-10,7.945654806,405,145.7604552,-36.7121945
405294,1979-06-11,9.212064362,405,145.7604552,-36.7121945
405294,1979-06-12,8.433522797,405,145.7604552,-36.7121945
405294,1979-06-13,8.182986196,405,145.7604552,-36.7121945
405294,1979-06-14,8.380469259,405,145.7604552,-36.7121945
405294,1979-06-15,8.875753021,405,145.7604552,-36.7121945
405294,1979-06-16,9.640009816,405,145.7604552,-36.7121945
405294,1979-06-17,8.734789785,405,145.7604552,-36.7121945
405294,1979-06-18,7.847868856,405,145.7604552,-36.7121945
405294,1979-06-19,9.431420898,405,145.7604552,-36.7121945
405294,1979-06-20,10.22395477,405,145.7604552,-36.7121945
405294,1979-06-21,10.99277013,405,145.7604552,-36.7121945
405294,1979-06-22,6.932417806,405,145.7604552,-36.7121945
405294,1979-06-23,8.273536936,405,145.7604552,-36.7121945
405294,1979-06-24,7.223092651,405,145.7604552,-36.7121945
405294,1979-06-25,11.58146057,405,145.7604552,-36.7121945
405294,1979-06-26,10.88630702,405,145.7604552,-36.7121945
405294,1979-06-27,10.80067596,405,145.7604552,-36.7121945
405294,1979-06-28,5.242444611,405,145.7604552,-36.7121945
405294,1979-06-29,4.951078033,405,145.7604552,-36.7121945
405294,1979-06-30,6.518720245,405,145.7604552,-36.7121945
405294,1979-07-01,6.87510198,405,145.7604552,-36.7121945
405294,1979-07-02,6.626013692,405,145.7604552,-36.7121945
405294,1979-07-03,5.398737844,405,145.7604552,-36.7121945
405294,1979-07-04,5.757320658,405,145.7604552,-36.7121945
405294,1979-07-05,6.063689168,405,145.7604552,-36.7121945
405294,1979-07-06,6.67635498,405,145.7604552,-36.7121945
405294,1979-07-07,7.452109273,405,145.7604552,-36.7121945
405294,1979-07-08,5.725498454,405,145.7604552,-36.7121945
405294,1979-07-09,6.844326274,405,145.7604552,-36.7121945
405294,1979-07-10,4.036206818,405,145.7604552,-36.7121945
405294,1979-07-11,5.436346944,405,145.7604552,-36.7121945
405294,1979-07-12,8.236362712,405,145.7604552,-36.7121945
405294,1979-07-13,6.019061025,405,145.7604552,-36.7121945
405294,1979-07-14,4.121911621,405,145.7604552,-36.7121945
405294,1979-07-15,6.349375661,405,145.7604552,-36.7121945
405294,1979-07-16,7.856043752,405,145.7604552,-36.7121945
405294,1979-07-17,8.228192902,405,145.7604552,-36.7121945
405294,1979-07-18,6.217233276,405,145.7604552,-36.7121945
405294,1979-07-19,4.671796417,405,145.7604552,-36.7121945
405294,1979-07-20,8.733052826,405,145.7604552,-36.7121945
405294,1979-07-21,7.613430278,405,145.7604552,-36.7121945
405294,1979-07-22,6.971258536,405,145.7604552,-36.7121945
405294,1979-07-23,5.635104512,405,145.7604552,-36.7121945
405294,1979-07-24,4.202581798,405,145.7604552,-36.7121945
405294,1979-07-25,4.681616018,405,145.7604552,-36.7121945
405294,1979-07-26,5.616954245,405,145.7604552,-36.7121945
405294,1979-07-27,5.027769007,405,145.7604552,-36.7121945
405294,1979-07-28,5.305349691,405,145.7604552,-36.7121945
405294,1979-07-29,5.774367653,405,145.7604552,-36.7121945
405294,1979-07-30,6.177582143,405,145.7604552,-36.7121945
405294,1979-07-31,6.161393612,405,145.7604552,-36.7121945
405294,1979-08-01,3.474253667,405,145.7604552,-36.7121945
405294,1979-08-02,5.997474925,405,145.7604552,-36.7121945
405294,1979-08-03,6.100574748,405,145.7604552,-36.7121945
405294,1979-08-04,4.999466197,405,145.7604552,-36.7121945
405294,1979-08-05,7.737173971,405,145.7604552,-36.7121945
405294,1979-08-06,6.076491292,405,145.7604552,-36.7121945
405294,1979-08-07,7.120173391,405,145.7604552,-36.7121945
405294,1979-08-08,7.553764598,405,145.7604552,-36.7121945
405294,1979-08-09,7.45757192,405,145.7604552,-36.7121945
405294,1979-08-10,6.17781601,405,145.7604552,-36.7121945
405294,1979-08-11,7.002650197,405,145.7604552,-36.7121945
405294,1979-08-12,5.115294393,405,145.7604552,-36.7121945
405294,1979-08-13,4.597264862,405,145.7604552,-36.7121945
405294,1979-08-14,7.146427409,405,145.7604552,-36.7121945
405294,1979-08-15,7.386474864,405,145.7604552,-36.7121945
405294,1979-08-16,7.975233968,405,145.7604552,-36.7121945
405294,1979-08-17,7.982506053,405,145.7604552,-36.7121945
405294,1979-08-18,9.16313324,405,145.7604552,-36.7121945
405294,1979-08-19,9.222983297,405,145.7604552,-36.7121945
405294,1979-08-20,7.27697525,405,145.7604552,-36.7121945
405294,1979-08-21,6.586492157,405,145.7604552,-36.7121945
405294,1979-08-22,6.1293986,405,145.7604552,-36.7121945
405294,1979-08-23,6.055734253,405,145.7604552,-36.7121945
405294,1979-08-24,7.054462687,405,145.7604552,-36.7121945
405294,1979-08-25,9.614263153,405,145.7604552,-36.7121945
405294,1979-08-26,11.89133733,405,145.7604552,-36.7121945
405294,1979-08-27,7.843676503,405,145.7604552,-36.7121945
405294,1979-08-28,7.744444784,405,145.7604552,-36.7121945
405294,1979-08-29,7.01877238,405,145.7604552,-36.7121945
405294,1979-08-30,6.850328064,405,145.7604552,-36.7121945
405294,1979-08-31,4.423613485,405,145.7604552,-36.7121945
405294,1979-09-01,5.211557007,405,145.7604552,-36.7121945
405294,1979-09-02,8.960337575,405,145.7604552,-36.7121945
405294,1979-09-03,8.283408101,405,145.7604552,-36.7121945
405294,1979-09-04,7.725353495,405,145.7604552,-36.7121945
405294,1979-09-05,7.383290863,405,145.7604552,-36.7121945
405294,1979-09-06,7.007564799,405,145.7604552,-36.7121945
405294,1979-09-07,7.683656311,405,145.7604552,-36.7121945
405294,1979-09-08,9.519765472,405,145.7604552,-36.7121945
405294,1979-09-09,12.86161194,405,145.7604552,-36.7121945
405294,1979-09-10,11.75952301,405,145.7604552,-36.7121945
405294,1979-09-11,9.210867818,405,145.7604552,-36.7121945
405294,1979-09-12,10.49532089,405,145.7604552,-36.7121945
405294,1979-09-13,5.650315857,405,145.7604552,-36.7121945
405294,1979-09-14,7.171127574,405,145.7604552,-36.7121945
405294,1979-09-15,11.047848,405,145.7604552,-36.7121945
405294,1979-09-16,12.68900452,405,145.7604552,-36.7121945
405294,1979-09-17,6.573917753,405,145.7604552,-36.7121945
405294,1979-09-18,7.408886506,405,145.7604552,-36.7121945
405294,1979-09-19,8.307301885,405,145.7604552,-36.7121945
405294,1979-09-20,6.495583026,405,145.7604552,-36.7121945
405294,1979-09-21,8.105469584,405,145.7604552,-36.7121945
405294,1979-09-22,10.01144136,405,145.7604552,-36.7121945
405294,1979-09-23,8.967315647,405,145.7604552,-36.7121945
405294,1979-09-24,10.75237896,405,145.7604552,-36.7121945
405294,1979-09-25,10.52527284,405,145.7604552,-36.7121945
405294,1979-09-26,15.75761598,405,145.7604552,-36.7121945
405294,1979-09-27,13.34846776,405,145.7604552,-36.7121945
405294,1979-09-28,10.92590993,405,145.7604552,-36.7121945
405294,1979-09-29,9.511126455,405,145.7604552,-36.7121945
405294,1979-09-30,9.113051351,405,145.7604552,-36.7121945
405294,1979-10-01,10.56543884,405,145.7604552,-36.7121945
405294,1979-10-02,12.67671229,405,145.7604552,-36.7121945
405294,1979-10-03,12.83423258,405,145.7604552,-36.7121945
405294,1979-10-04,14.89325104,405,145.7604552,-36.7121945
405294,1979-10-05,12.90948766,405,145.7604552,-36.7121945
405294,1979-10-06,7.468635813,405,145.7604552,-36.7121945
405294,1979-10-07,10.07493362,405,145.7604552,-36.7121945
405294,1979-10-08,12.85195694,405,145.7604552,-36.7121945
405294,1979-10-09,16.78953578,405,145.7604552,-36.7121945
405294,1979-10-10,8.163063304,405,145.7604552,-36.7121945
405294,1979-10-11,10.39301707,405,145.7604552,-36.7121945
405294,1979-10-12,8.022608693,405,145.7604552,-36.7121945
405294,1979-10-13,6.117715454,405,145.7604552,-36.7121945
405294,1979-10-14,10.25177027,405,145.7604552,-36.7121945
405294,1979-10-15,7.578135427,405,145.7604552,-36.7121945
405294,1979-10-16,10.51130702,405,145.7604552,-36.7121945
405294,1979-10-17,12.68028793,405,145.7604552,-36.7121945
405294,1979-10-18,14.25961329,405,145.7604552,-36.7121945
405294,1979-10-19,15.26803996,405,145.7604552,-36.7121945
405294,1979-10-20,15.76122437,405,145.7604552,-36.7121945
405294,1979-10-21,18.71941655,405,145.7604552,-36.7121945
405294,1979-10-22,17.01305542,405,145.7604552,-36.7121945
405294,1979-10-23,13.31667862,405,145.7604552,-36.7121945
405294,1979-10-24,12.44440486,405,145.7604552,-36.7121945
405294,1979-10-25,14.37302043,405,145.7604552,-36.7121945
405294,1979-10-26,15.91773122,405,145.7604552,-36.7121945
405294,1979-10-27,8.376495616,405,145.7604552,-36.7121945
405294,1979-10-28,8.640912628,405,145.7604552,-36.7121945
405294,1979-10-29,10.77146047,405,145.7604552,-36.7121945
405294,1979-10-30,12.74079285,405,145.7604552,-36.7121945
405294,1979-10-31,17.56782557,405,145.7604552,-36.7121945
405294,1979-11-01,12.8927831,405,145.7604552,-36.7121945
405294,1979-11-02,14.68727264,405,145.7604552,-36.7121945
405294,1979-11-03,16.26840108,405,145.7604552,-36.7121945
405294,1979-11-04,23.23925044,405,145.7604552,-36.7121945
405294,1979-11-05,15.53423335,405,145.7604552,-36.7121945
405294,1979-11-06,12.93038839,405,145.7604552,-36.7121945
405294,1979-11-07,14.89632441,405,145.7604552,-36.7121945
405294,1979-11-08,16.82468567,405,145.7604552,-36.7121945
405294,1979-11-09,17.37200699,405,145.7604552,-36.7121945
405294,1979-11-10,19.16678136,405,145.7604552,-36.7121945
405294,1979-11-11,14.60366465,405,145.7604552,-36.7121945
405294,1979-11-12,13.67595189,405,145.7604552,-36.7121945
405294,1979-11-13,14.24632716,405,145.7604552,-36.7121945
405294,1979-11-14,17.14366126,405,145.7604552,-36.7121945
405294,1979-11-15,16.0856485,405,145.7604552,-36.7121945
405294,1979-11-16,13.28859892,405,145.7604552,-36.7121945
405294,1979-11-17,16.78905467,405,145.7604552,-36.7121945
405294,1979-11-18,20.10682826,405,145.7604552,-36.7121945
405294,1979-11-19,20.93252033,405,145.7604552,-36.7121945
405294,1979-11-20,14.97991487,405,145.7604552,-36.7121945
405294,1979-11-21,12.11686743,405,145.7604552,-36.7121945
405294,1979-11-22,15.35431377,405,145.7604552,-36.7121945
405294,1979-11-23,17.98869287,405,145.7604552,-36.7121945
405294,1979-11-24,16.71840566,405,145.7604552,-36.7121945
405294,1979-11-25,14.24105988,405,145.7604552,-36.7121945
405294,1979-11-26,14.6627861,405,145.7604552,-36.7121945
405294,1979-11-27,16.01023254,405,145.7604552,-36.7121945
405294,1979-11-28,12.37555084,405,145.7604552,-36.7121945
405294,1979-11-29,16.06820831,405,145.7604552,-36.7121945
405294,1979-11-30,20.04317881,405,145.7604552,-36.7121945
405294,1979-12-01,22.10071081,405,145.7604552,-36.7121945
405294,1979-12-02,17.76393534,405,145.7604552,-36.7121945
405294,1979-12-03,17.81231842,405,145.7604552,-36.7121945
405294,1979-12-04,22.47354787,405,145.7604552,-36.7121945
405294,1979-12-05,16.32097524,405,145.7604552,-36.7121945
405294,1979-12-06,17.9798612,405,145.7604552,-36.7121945
405294,1979-12-07,21.60999069,405,145.7604552,-36.7121945
405294,1979-12-08,15.93744049,405,145.7604552,-36.7121945
405294,1979-12-09,17.04546,405,145.7604552,-36.7121945
405294,1979-12-10,16.93350118,405,145.7604552,-36.7121945
405294,1979-12-11,14.13322601,405,145.7604552,-36.7121945
405294,1979-12-12,17.74201864,405,145.7604552,-36.7121945
405294,1979-12-13,16.46313375,405,145.7604552,-36.7121945
405294,1979-12-14,19.73015874,405,145.7604552,-36.7121945
405294,1979-12-15,21.93230082,405,145.7604552,-36.7121945
405294,1979-12-16,13.52121379,405,145.7604552,-36.7121945
405294,1979-12-17,12.51347122,405,145.7604552,-36.7121945
405294,1979-12-18,14.91661224,405,145.7604552,-36.7121945
405294,1979-12-19,15.29165548,405,145.7604552,-36.7121945
405294,1979-12-20,20.0153684,405,145.7604552,-36.7121945
405294,1979-12-21,19.86877085,405,145.7604552,-36.7121945
405294,1979-12-22,20.35240326,405,145.7604552,-36.7121945
405294,1979-12-23,16.44859975,405,145.7604552,-36.7121945
405294,1979-12-24,13.22720871,405,145.7604552,-36.7121945
405294,1979-12-25,17.96149216,405,145.7604552,-36.7121945
405294,1979-12-26,21.56569061,405,145.7604552,-36.7121945
405294,1979-12-27,24.56033732,405,145.7604552,-36.7121945
405294,1979-12-28,26.36433309,405,145.7604552,-36.7121945
405294,1979-12-29,27.80739492,405,145.7604552,-36.7121945
405294,1979-12-30,26.48721466,405,145.7604552,-36.7121945
405294,1979-12-31,18.93704249,405,145.7604552,-36.7121945
405294,1980-01-01,21.54791656,405,145.7604552,-36.7121945
405294,1980-01-02,22.01008956,405,145.7604552,-36.7121945
405294,1980-01-03,20.74518683,405,145.7604552,-36.7121945
405294,1980-01-04,18.92859117,405,145.7604552,-36.7121945
405294,1980-01-05,19.04108452,405,145.7604552,-36.7121945
405294,1980-01-06,18.84544247,405,145.7604552,-36.7121945
405294,1980-01-07,18.47081376,405,145.7604552,-36.7121945
405294,1980-01-08,19.87038448,405,145.7604552,-36.7121945
405294,1980-01-09,20.01905786,405,145.7604552,-36.7121945
405294,1980-01-10,21.26412331,405,145.7604552,-36.7121945
405294,1980-01-11,17.22064007,405,145.7604552,-36.7121945
405294,1980-01-12,15.4393082,405,145.7604552,-36.7121945
405294,1980-01-13,17.18418214,405,145.7604552,-36.7121945
405294,1980-01-14,20.56300654,405,145.7604552,-36.7121945
405294,1980-01-15,14.86092514,405,145.7604552,-36.7121945
405294,1980-01-16,16.93113429,405,145.7604552,-36.7121945
405294,1980-01-17,23.01887705,405,145.7604552,-36.7121945
405294,1980-01-18,16.82507791,405,145.7604552,-36.7121945
405294,1980-01-19,14.59919226,405,145.7604552,-36.7121945
405294,1980-01-20,16.43849836,405,145.7604552,-36.7121945
405294,1980-01-21,16.66408648,405,145.7604552,-36.7121945
405294,1980-01-22,20.63715073,405,145.7604552,-36.7121945
405294,1980-01-23,16.07973666,405,145.7604552,-36.7121945
405294,1980-01-24,18.70105059,405,145.7604552,-36.7121945
405294,1980-01-25,18.87353751,405,145.7604552,-36.7121945
405294,1980-01-26,13.53987863,405,145.7604552,-36.7121945
405294,1980-01-27,18.43582587,405,145.7604552,-36.7121945
405294,1980-01-28,23.0854376,405,145.7604552,-36.7121945
405294,1980-01-29,17.8817017,405,145.7604552,-36.7121945
405294,1980-01-30,17.35580309,405,145.7604552,-36.7121945
405294,1980-01-31,23.61172741,405,145.7604552,-36.7121945
405294,1980-02-01,24.38083596,405,145.7604552,-36.7121945
405294,1980-02-02,19.06271282,405,145.7604552,-36.7121945
405294,1980-02-03,15.36771321,405,145.7604552,-36.7121945
405294,1980-02-04,18.24289793,405,145.7604552,-36.7121945
405294,1980-02-05,19.66565938,405,145.7604552,-36.7121945
405294,1980-02-06,12.88364867,405,145.7604552,-36.7121945
405294,1980-02-07,16.20466908,405,145.7604552,-36.7121945
405294,1980-02-08,13.72987763,405,145.7604552,-36.7121945
405294,1980-02-09,13.34763743,405,145.7604552,-36.7121945
405294,1980-02-10,19.34169068,405,145.7604552,-36.7121945
405294,1980-02-11,22.64096552,405,145.7604552,-36.7121945
405294,1980-02-12,25.55441435,405,145.7604552,-36.7121945
405294,1980-02-13,26.38300039,405,145.7604552,-36.7121945
405294,1980-02-14,25.04963397,405,145.7604552,-36.7121945
405294,1980-02-15,24.79360775,405,145.7604552,-36.7121945
405294,1980-02-16,24.55086767,405,145.7604552,-36.7121945
405294,1980-02-17,23.16422084,405,145.7604552,-36.7121945
405294,1980-02-18,23.47906777,405,145.7604552,-36.7121945
405294,1980-02-19,26.51199292,405,145.7604552,-36.7121945
405294,1980-02-20,30.62222275,405,145.7604552,-36.7121945
405294,1980-02-21,21.61172577,405,145.7604552,-36.7121945
405294,1980-02-22,17.42913737,405,145.7604552,-36.7121945
405294,1980-02-23,20.1307346,405,145.7604552,-36.7121945
405294,1980-02-24,13.59743304,405,145.7604552,-36.7121945
405294,1980-02-25,16.766776,405,145.7604552,-36.7121945
405294,1980-02-26,20.94057227,405,145.7604552,-36.7121945
405294,1980-02-27,20.96453452,405,145.7604552,-36.7121945
405294,1980-02-28,21.80607438,405,145.7604552,-36.7121945
405294,1980-02-29,19.88932893,405,145.7604552,-36.7121945
405294,1980-03-01,22.29439248,405,145.7604552,-36.7121945
405294,1980-03-02,18.01169617,405,145.7604552,-36.7121945
405294,1980-03-03,18.49496656,405,145.7604552,-36.7121945
405294,1980-03-04,21.58743478,405,145.7604552,-36.7121945
405294,1980-03-05,20.96760567,405,145.7604552,-36.7121945
405294,1980-03-06,23.62348319,405,145.7604552,-36.7121945
405294,1980-03-07,21.90226455,405,145.7604552,-36.7121945
405294,1980-03-08,12.08765648,405,145.7604552,-36.7121945
405294,1980-03-09,14.20549011,405,145.7604552,-36.7121945
405294,1980-03-10,14.80055731,405,145.7604552,-36.7121945
405294,1980-03-11,15.03277693,405,145.7604552,-36.7121945
405294,1980-03-12,16.78272533,405,145.7604552,-36.7121945
405294,1980-03-13,17.39493265,405,145.7604552,-36.7121945
405294,1980-03-14,14.95942074,405,145.7604552,-36.7121945
405294,1980-03-15,16.132259,405,145.7604552,-36.7121945
405294,1980-03-16,14.49008905,405,145.7604552,-36.7121945
405294,1980-03-17,20.57173845,405,145.7604552,-36.7121945
405294,1980-03-18,21.79848039,405,145.7604552,-36.7121945
405294,1980-03-19,17.56321823,405,145.7604552,-36.7121945
405294,1980-03-20,20.1214779,405,145.7604552,-36.7121945
405294,1980-03-21,19.44653725,405,145.7604552,-36.7121945
405294,1980-03-22,15.1709614,405,145.7604552,-36.7121945
405294,1980-03-23,16.10415208,405,145.7604552,-36.7121945
405294,1980-03-24,16.36154806,405,145.7604552,-36.7121945
